Category,Review priority,Resource,Reason,Question to resolve,Resource ID
Transportation,Additional options,DOVE Center domestic-violence and sexual-assault services,"Keep as a further option after establishing the starting routes in Transportation: Washington and Kane County domestic-violence and sexual-assault agency providing a 24/7 helpline, confidential shelter or safe-housing access, advocacy, counseling, protective-order and court support, medical advocacy….",,res-dove-center-family-services
Transportation,Additional options,"Red Rock Center for Independence independent living, disability supports, and limited activity transportation","Keep as a further option after establishing the starting routes in Transportation: Center for Independent Living in St. George serving all ages and disability types with no-cost core independent-living services, nursing-home transition/diversion, youth transition, peer support, advocacy, assistive technology….",,res-red-rock-center-independence-youth-disability-supports
Transportation,Additional options,"Southwest Behavioral Health Center Washington County behavioral health, case management, Medicaid coordination, transportation help, and ID fee-waiver verification access","Keep as a further option after establishing the starting routes in Transportation: Public community behavioral-health outpatient access point for adults, youth, and families in southwest Utah, including mental-health treatment, psychiatry/medical services, case management, Medicaid behavioral-health….",,res-sbhc-children-family-outpatient
Transportation,Important specialized help,Southwest Utah Public Health Department Car Seat Program and Safety Checks,"Review for this particular program or eligibility pathway: Certified car-seat safety checks, child passenger-safety education, and eligibility-based car-seat assistance for Southwest Utah families through the local public health department.",,res-swuhealth-car-seat-program
Transportation,Start here,"Switchpoint Community Resource Center shelter, meals, case management, transportation assistance, mental-health support, coordinated entry, ID-recovery help, and veteran homeless-service linkage",Establish the local homelessness intake and case-management connection first; confirm which assistance is direct and which requires another program.,"Which family, adult and veteran pathways can you initiate here, and which require a separate intake or referral?",res-switchpoint-family-emergency-shelter
Transportation,Additional options,"The Salvation Army St. George Outpost food, fuel-voucher, transportation, and family assistance","Keep as a further option after establishing the starting routes in Transportation: Local Salvation Army outpost serving the St. George/Washington area with food boxes, emergency fuel vouchers, one-time safe-destination transportation help, school-supply assistance, and limited transportation-related assistance….",,res-salvation-army-st-george-outpost-family-food-child-assistance
Transportation,Additional options,"TURN Community Services St. George disability services, residential supports, educational day supports, supported employment, and embedded transportation","Keep as a further option after establishing the starting routes in Transportation: TURN Community Services St. George disability-services provider for adults with intellectual/developmental disabilities, related conditions, or acquired brain injury, including day, residential, semi-independent living….",,res-turn-community-services-st-george-family-support-respite
Transportation,Important specialized help,"Utah DSPD intake, waiting list, waiver services, and disability-related transportation","Review for this particular program or eligibility pathway: Utah DSPD intake pathway for disability-service eligibility, needs assessment, waiting list, and eventual home- and community-based supports that may include disability-related transportation, non-medical transportation, bus….",,res-utah-dspd-intake-waiver-services
Transportation,Start here,Washington County School District At-Risk Support Services / McKinney-Vento student supports and school transportation,Establish the school homelessness liaison route early; school access and transportation can be available even without stable housing.,,res-wcsd-at-risk-mckinney-vento
Transportation,Additional options,"Youth Futures St. George emergency youth shelter, drop-in services, computer access, and transportation support","Keep as a further option after establishing the starting routes in Transportation: Youth Futures St. George emergency shelter and drop-in services for runaway, homeless, unaccompanied and vulnerable youth ages 12-18, including safe shelter, meals, clothing, hygiene, laundry, case management, therapy, computer….",,res-youth-futures-st-george-youth-shelter-drop-in
Transportation,Important specialized help,"Utah State Office of Rehabilitation Vocational Rehabilitation - St. George employment, training, restoration, and transportation supports","Review for this particular program or eligibility pathway: Utah State Office of Rehabilitation vocational rehabilitation access in St. George for eligible people with disabilities whose employment plan may require counseling, training, college or vocational education, job placement….",,res-usor-vr-st-george-employment-supports
Transportation,Start here,"City of St. George SunTran fixed-route bus, Zion Route, and ADA paratransit",Establish ordinary bus access and the separate ADA paratransit application; these are different eligibility pathways.,,res-suntran-ada-paratransit
Transportation,Additional options,"Five County Area Agency on Aging in-home services, Aging Waiver, Alternatives, Veteran Directed Care, and plan-authorized transportation","Keep as a further option after establishing the starting routes in Transportation: Five County Area Agency on Aging case-management access for in-home aging services, including Medicaid Aging Waiver, home-delivered supplemental meals when assessed and authorized, State Alternatives, Veteran Directed Care….",,res-five-county-aaa-in-home-services-aging-waiver
Transportation,Start here,"Utah Medicaid Non-Emergency Medical Transportation, Modivcare rides, and mileage reimbursement","Establish Medicaid medical-ride booking and reimbursement rules early, including advance notice and plan responsibilities.",,res-utah-medicaid-nemt-modivcare
Transportation,Additional options,Redhead Supports DSPD-funded disability services with enrolled-program transportation,"Keep as a further option after establishing the starting routes in Transportation: St. George disability-support provider offering DSPD-funded and private-pay residential group homes, host homes/professional parenting, supported living, day, after-school, summer, respite, behavioral services, and round-trip….",,res-redhead-supports-dspd-disability-services
Transportation,Important specialized help,University of Utah Health Driving Rehabilitation Program at Sugar House,"Review for this particular program or eligibility pathway: University of Utah Health certified driving rehabilitation program providing clinical and on-road driving assessments, simulator work, and adaptive-equipment recommendations for people with physical, visual, cognitive….",,res-uofu-driving-rehabilitation-sugar-house
Transportation,Start here,Washington County Council on Aging St. George Dial-a-Ride,Establish the local older-adult ride service and booking boundaries separately from ordinary bus access.,,res-washington-county-coa-dial-a-ride
Transportation,Start here,"Five County AOG Community Action Partnership Employment Support, bus passes, vouchers, and document assistance","Establish practical employment barriers support—documents, fare and vouchers—alongside job search and training.",,res-five-county-cap-employment-support
Transportation,Important specialized help,Utah DCFS Transition to Adult Living Aftercare Support and foster-youth document access,"Review for this particular program or eligibility pathway: Utah DCFS Transition to Adult Living aftercare support for qualifying youth who aged out of foster care or left custody/guardianship/adoption after age 16, including crisis support, vehicle purchase/maintenance help, housing….",,res-utah-dcfs-tal-aftercare-support
Transportation,Additional options,Utah Medicaid Housing Related Services and Supports (HRSS),"Keep as a further option after establishing the starting routes in Transportation: Utah Medicaid Housing Related Services and Supports benefit providing tenancy support, community-transition expenses, supported-living services, and non-medical transportation for eligible Medicaid members through provider plans.",,res-utah-medicaid-hrss
Transportation,Start here,"Utah Driver License Division Dixie Office ID, Driving Privilege Card, reinstatement, and DUI hearing access","Establish the actual licensing/ID issuing office, required documents and appointment process before assistance referrals.",,res-utah-dld-dixie-license-reinstatement
Transportation,Additional options,"Washington County Justice Court case, warrant, public-defender, fine, and license access","Keep as a further option after establishing the starting routes in Transportation: Washington County Justice Court access point for misdemeanor and traffic case issues that can affect reentry and driving access, including public-defender requests, fine extensions, payments, warrants, fingerprint appointments….",,res-washington-county-justice-court-access
Transportation,Start here,DAV / Veterans Transportation Service van from St. George to VA appointments,Establish the veteran medical-transport connection and booking constraints before assuming VA appointments are reachable.,,res-va-dav-vans-st-george
Transportation,Additional options,1-800-Charity Cars / Free Charity Cars donated vehicle application,Keep as a further option after establishing the starting routes in Transportation: Nationwide online donated-vehicle application program awarding free vehicles to eligible U.S. residents with genuine transportation need when donated vehicles become available locally.,,res-free-charity-cars-donated-vehicle
Transportation,Additional options,"Always Best Care Senior Services St. George errands, transportation, and activity escort","Keep as a further option after establishing the starting routes in Transportation: Private St. George senior in-home care provider offering paid caregiver help with errands, shopping, transportation, and escort to activities as part of individualized home-care plans.",,res-always-best-care-stgeorge-transportation
Transportation,Important specialized help,American Cancer Society Road To Recovery free cancer-treatment rides,Review for this particular program or eligibility pathway: American Cancer Society volunteer-driver program providing free rides to cancer-related medical appointments when Road To Recovery service is available in the patient's area.,,res-american-cancer-society-road-to-recovery
Transportation,Important specialized help,Angel Flight West free medical flights and Earth Angels ground transportation,Review for this particular program or eligibility pathway: Charitable aviation program arranging free non-emergency flights for medically stable passengers in Utah and the Western states who need distant medical or other compelling humanitarian travel.,,res-angel-flight-west-medical-flights
Transportation,Additional options,St. George Bicycle Collective refurbished bike and bike-access support,"Keep as a further option after establishing the starting routes in Transportation: Local nonprofit community bike shop providing refurbished bike and parts access, donations, volunteer opportunities, and bike-related support in St. George.",,res-st-george-bicycle-collective-bike-access
Transportation,Important specialized help,Cars That Care Foundation vehicle and repair assistance for single mothers,"Review for this particular program or eligibility pathway: Utah nonprofit helping single mothers and their minor children with transportation needs through donated/refurbished vehicles, vehicle-repair applications, and basic maintenance training when resources are available.",,res-cars-that-care-vehicle-repair
Transportation,Additional options,Crown Care NEMT private-pay medical transportation in St. George,"Keep as a further option after establishing the starting routes in Transportation: Private-pay door-to-door non-emergency medical transportation in St. George, including ambulatory sedan/SUV rides, wheelchair vans, stretcher transport, recurring medical rides, and long-distance transfers.",,res-crown-care-nemt-st-george
Transportation,Start here,Five County AOG Mobility Management medical transportation vouchers,Review the local medical-transport voucher screening and funding rules for trips not covered by an ordinary ride benefit.,,res-five-county-mobility-management-medical-vouchers
Transportation,Important specialized help,Gold Cross Ambulance St. George non-911 and interfacility medical transport,"Review for this particular program or eligibility pathway: Local Gold Cross Ambulance medical-transport access in St. George and Washington County, including 911 emergency response and non-911/interfacility medical transportation.",,res-gold-cross-st-george-nonemergency-medical-transport
Transportation,Important specialized help,Huntsman Cancer Institute Patient Navigation transportation and lodging help,Review for this particular program or eligibility pathway: Free Huntsman Cancer Institute patient-navigation service that helps cancer patients and caregivers coordinate care and arrange transportation and lodging when needed.,,res-huntsman-patient-navigation-transportation
Transportation,Important specialized help,Miracle Flights free pediatric distant-medical-care flights,"Review for this particular program or eligibility pathway: National nonprofit booking free commercial airline tickets for eligible children age 17 and under who must travel to distant U.S. medical care, plus a separate service-dog flight pathway.",,res-miracle-flights-pediatric-medical-flights
Transportation,Additional options,Nurse Next Door St. George home-care transportation services,"Keep as a further option after establishing the starting routes in Transportation: Private St. George home-care provider offering paid transportation services as part of caregiver support for seniors, people with disabilities, post-operative clients, and other home-care clients.",,res-nurse-next-door-stgeorge-transportation
Transportation,Additional options,Salt Lake Express St. George intercity shuttle and door-to-door add-on,"Keep as a further option after establishing the starting routes in Transportation: Commercial intercity bus and shuttle service from St. George to Las Vegas, Salt Lake City, Cedar City, and other destinations, with St. George stops, paid fares, and a door-to-door add-on in listed St. George-area ZIP codes.",,res-salt-lake-express-st-george-intercity-door-to-door
Transportation,Important specialized help,Select Health Medicare non-emergent medical transportation benefit,"Review for this particular program or eligibility pathway: Select Health Medicare plan benefit that may provide non-emergent medical transportation for covered members traveling to doctor appointments, clinics, and pharmacies.",,res-select-health-medicare-nemt
Transportation,Additional options,Southern Utah Hospice volunteer errands and appointment transportation for enrolled patients,Keep as a further option after establishing the starting routes in Transportation: Hospice volunteer support pathway that may include errands and appointment transportation for enrolled Southern Utah Hospice patients as non-medical volunteer assistance.,,res-southern-utah-hospice-volunteer-transport
Transportation,Start here,Taxi USA wheelchair van and ambulatory non-emergency medical transportation,Clarify a local paid wheelchair/ambulatory ride option for people outside benefit-funded transport; confirm rates and scheduling.,"What wheelchair/ambulatory trips can you book, at what price and advance notice, and which payers are accepted?",res-taxi-usa-wheelchair-nemt
Transportation,Additional options,The Bridge Health Recovery Center admitted-guest travel credit,Keep as a further option after establishing the starting routes in Transportation: Travel-cost credit for admitted guests of The Bridge Health Recovery Center's 21-day residential mental-health and chronic-pain program near St. George.,,res-bridge-health-recovery-travel-credit
Transportation,Important specialized help,VA Beneficiary Travel reimbursement and special-mode transportation - St. George VA access,"Review for this particular program or eligibility pathway: VA Beneficiary Travel and BTSSS reimbursement pathway for eligible veterans and caregivers traveling to VA or VA-approved health care, with St. George VA Clinic and VA Salt Lake City Health Care access.",,res-va-beneficiary-travel-st-george
Transportation,Important specialized help,Utah Council of the Blind Driver/Guide and Subsidized Transportation Program,"Review for this particular program or eligibility pathway: Statewide Utah Council of the Blind subsidized transportation program offering driver/guide mileage support and discounted cab, Uber, or Lyft ride credits for blind or visually impaired Utah residents.",,res-utah-council-blind-subsidized-transportation
Transportation,Important specialized help,Utah Medicaid Health Transportation Payment (HTP) for HCBS waiver medical trips,Review for this particular program or eligibility pathway: Utah Medicaid Health Transportation Payment for HCBS waiver members receiving residential or day support services who need transportation to non-emergency Medicaid State Plan medical appointments.,,res-utah-medicaid-health-transportation-payment
Transportation,Additional options,Utah Mobility MedTrans non-emergency transportation services,"Keep as a further option after establishing the starting routes in Transportation: Private St. George non-emergency transportation provider offering ambulatory, wheelchair/handicap-accessible, stretcher, long-term/recurring, and after-hours transportation by request.",,res-utah-mobility-medtrans
Transportation,Additional options,Utah Tech University Office of International Programs arrival transportation and airport pickup,Keep as a further option after establishing the starting routes in Transportation: Utah Tech Office of International Programs arrival-transportation pathway that may provide airport pickup for newly arriving international students with advance notice.,,res-utah-tech-international-airport-pickup
Transportation,Additional options,Utah Tech University SunTran Partnership - free local transit with Utah Tech ID,"Keep as a further option after establishing the starting routes in Transportation: Utah Tech University partnership allowing students, faculty, and staff to ride City of St. George SunTran free with a Utah Tech ID card.",,res-utah-tech-suntran-partnership
Transportation,Start here,Washington County School District Special Needs Transportation,Review disability-related school transport eligibility and school contact procedures separately from public paratransit.,,res-wcsd-special-needs-transportation
"Utilities, Phone, Internet",Important specialized help,Paiute Indian Tribe of Utah Family Services and FourPoints family support,"Review for this particular program or eligibility pathway: Paiute Indian Tribe of Utah Family Services and FourPoints Health pathway for eligible Tribal families and community patients, including domestic-violence advocacy/support, Indian child welfare coordination, vulnerable….",,res-pitu-family-services-child-care-crisis
"Utilities, Phone, Internet",Important specialized help,Utah Legal Services St. George civil legal aid and limited immigration citizenship help,"Review for this particular program or eligibility pathway: Statewide nonprofit civil legal-aid program with a St. George office, serving qualifying Utahns in non-criminal matters including expungement, domestic-violence protective orders, housing, public benefits, Medicaid….",,res-utah-legal-services-st-george-family-benefits
"Utilities, Phone, Internet",Additional options,Waterford Upstart Washington County at-home kindergarten-readiness program and technology support,"Keep as a further option after establishing the starting routes in Utilities, Phone, Internet: At-home Waterford Upstart early-learning program for Washington County pre-kindergarten children, with reading, math, science lessons, family coaching, and computer/internet support for qualifying families who need basic….",,res-waterford-upstart-washington-county
"Utilities, Phone, Internet",Important specialized help,"Youth Futures St. George emergency youth shelter, drop-in services, computer access, and transportation support","Review for this particular program or eligibility pathway: Youth Futures St. George emergency shelter and drop-in services for runaway, homeless, unaccompanied and vulnerable youth ages 12-18, including safe shelter, meals, clothing, hygiene, laundry, case management, therapy, computer….",,res-youth-futures-st-george-youth-shelter-drop-in
"Utilities, Phone, Internet",Start here,"Five County AOG Community Action Partnership coordinated entry, rapid rehousing, diversion, utility deposits, and housing assistance",Establish coordinated entry and community-action screening early; several housing and basic-needs pathways depend on that intake.,"What is the current coordinated-entry process, and which assistance funds or placements are accepting referrals?",res-five-county-cap-rapid-rehousing-toolkits
"Utilities, Phone, Internet",Start here,Five County AOG Weatherization Assistance Program,Review the local weatherization application route and its limits; it addresses home energy conditions rather than immediate bill payment.,,res-five-county-aog-weatherization-assistance
"Utilities, Phone, Internet",Important specialized help,American Legion Temporary Financial Assistance for children's basic needs - Post 90 access,"Review for this particular program or eligibility pathway: American Legion Temporary Financial Assistance access through Lester Keate Post 90/Department of Utah for eligible military or Legion-member households with minor children, including utilities and children's basic needs after….",,res-american-legion-tfa-children-basic-needs
"Utilities, Phone, Internet",Additional options,The Church of Jesus Christ bishop-referred fast-offering and storehouse assistance,"Keep as a further option after establishing the starting routes in Utilities, Phone, Internet: Church bishop-referred temporal-assistance pathway using fast offerings, bishops' orders, and the St. George bishops' storehouse when designated, for essential needs such as food, hygiene, household basics, housing, utilities….",,res-lds-bishops-storehouse-st-george-basic-goods
"Utilities, Phone, Internet",Important specialized help,"Five County Area Agency on Aging Benefits Access, SHIP, and SMP","Review for this particular program or eligibility pathway: Five County Area Agency on Aging benefits access point for older adults and disabled individuals, including free benefits enrollment assistance for HEAT/LIHEAP and related public benefits, plus SHIP Medicare counseling and Senior….",,res-five-county-aaa-benefits-access-ship-smp
"Utilities, Phone, Internet",Important specialized help,iCanConnect Utah deafblind communication equipment program,"Review for this particular program or eligibility pathway: Utah iCanConnect/National Deaf-Blind Equipment Distribution Program providing free distance-communication equipment, assessment, and training for eligible people with combined hearing and vision loss.",,res-icanconnect-utah-deafblind-equipment
"Utilities, Phone, Internet",Important specialized help,Relay Utah Telecommunications Equipment Distribution Program,"Review for this particular program or eligibility pathway: Statewide Relay Utah equipment program providing specialized telecommunications equipment at no cost for qualified Utah residents who are Deaf, hard of hearing, or speech-challenged.",,res-relay-utah-telecommunications-equipment
"Utilities, Phone, Internet",Important specialized help,"Utah Assistive Technology Program and UATF financing, lending, reuse, and customization","Review for this particular program or eligibility pathway: Statewide Utah Assistive Technology Program and Utah Assistive Technology Foundation pathway for AT demonstrations, lending libraries, reuse/refurbished equipment, customization, low-interest loans, small grants, and….",,res-utah-assistive-technology-program-uatf
"Utilities, Phone, Internet",Start here,USAC Lifeline Survivor Benefit under the Safe Connections Act,Review the survivor-specific phone/internet benefit early because safe communication may be part of leaving abuse.,"How does someone safely apply, document eligibility and receive service without exposing their location or communications?",res-usac-lifeline-survivor-benefit
"Utilities, Phone, Internet",Start here,Compudopt St. George computer giveaway and internet support,Review local computer-giveaway eligibility and distribution timing before commercial device alternatives.,"Is a St. George distribution accepting applications, and what eligibility and pickup arrangements apply?",res-compudopt-stgeorge-computer-giveaway
"Utilities, Phone, Internet",Start here,CompUtah Hub at Five County Association of Governments,Review the local computer-access/device support route and eligibility before online purchase programs.,,res-computah-five-county-st-george-hub
"Utilities, Phone, Internet",Additional options,Washington County Council on Aging St. George computer access and instruction,"Keep as a further option after establishing the starting routes in Utilities, Phone, Internet: Senior-center computer lab offering no-cost computer access, low-cost printing, and low-cost one-on-one computer or device instruction at the St. George Active Life Center.",,res-washington-county-coa-st-george-computer-access-instruction
"Utilities, Phone, Internet",Start here,"Washington County Library St. George branch computer, learning, and MakerSpace access",Confirm local public computer/internet access and its charges; online applications depend on practical access to a device.,,res-washington-county-library-st-george-makerspace-learning-access
"Utilities, Phone, Internet",Important specialized help,Enbridge Gas Utah Energy Assistance Credit,Review for this particular program or eligibility pathway: One-time Enbridge Gas Utah Energy Assistance Credit for HEAT-qualified gas customers whose HEAT benefit is applied to Enbridge Gas.,,res-enbridge-energy-assistance-credit
"Utilities, Phone, Internet",Important specialized help,Enbridge Gas Utah REACH Residential Energy Assistance through Community Help,Review for this particular program or eligibility pathway: Supplemental Enbridge Gas Utah REACH credit administered by The Salvation Army for eligible HEAT-approved customers with a past-due gas account.,,res-enbridge-reach
"Utilities, Phone, Internet",Start here,Five County Association of Governments HEAT energy assistance and shutoff protection,Establish local HEAT application and shutoff-related assistance timing before individual utility credits or rebates.,,res-five-county-heat
"Utilities, Phone, Internet",Important specialized help,Homeless Veterans Fellowship Supportive Services for Veteran Families (SSVF),"Review for this particular program or eligibility pathway: VA-funded Supportive Services for Veteran Families program providing case management, rapid rehousing, homelessness prevention, and temporary financial assistance such as utilities for eligible homeless or imminently homeless….",,res-homeless-veterans-fellowship-ssvf
"Utilities, Phone, Internet",Important specialized help,The Salvation Army Lend A Hand Rocky Mountain Power energy assistance,"Review for this particular program or eligibility pathway: Statewide charitable electric-bill assistance for Rocky Mountain Power customers, funded through Lend A Hand donations and administered by The Salvation Army.",,res-salvation-army-lend-a-hand-rmp
"Utilities, Phone, Internet",Start here,Utah Home Electric Lifeline Program (HELP) Rocky Mountain Power bill credit,Review the Rocky Mountain Power income-based bill credit and how it relates to HEAT enrollment.,,res-utah-dws-help-electric-lifeline
"Utilities, Phone, Internet",Important specialized help,Utah DWS Emergency Assistance / Homeless Prevention,Review for this particular program or eligibility pathway: Utah DWS Emergency Assistance/Homeless Prevention program providing short-term crisis payments and related supports for eligible families facing homelessness or utility shutoff.,,res-utah-dws-emergency-assistance-homeless-prevention
"Utilities, Phone, Internet",Start here,Lifeline and Utah telecommunication assistance phone or internet discount,Establish the current phone/internet discount application route and which service providers participate.,,res-utah-lifeline-phone-internet-discount
"Utilities, Phone, Internet",Start here,"City of St. George Utilities account setup, payment routes, and Average Monthly Payment Program","Establish city utility account, payment and billing contacts so customers reach the correct provider for their address.",,res-city-st-george-utilities-payment-amp
"Utilities, Phone, Internet",Start here,"Dixie Power account support, prepaid service, budget billing, and rebates",Establish the separate Dixie Power customer-support route; another utility's payment program does not apply to its customers.,,res-dixie-power-account-prepaid-budget-rebates
"Utilities, Phone, Internet",Start here,"Enbridge Gas Utah payment arrangements, medical delay, and shutoff-notice protections","Review gas payment arrangements and medical/shutoff protections early, alongside assistance applications.",,res-enbridge-gas-account-arrangements-shutoff-protections
"Utilities, Phone, Internet",Additional options,Enbridge Gas Utah ThermWise rebates and energy-efficiency tools,"Keep as a further option after establishing the starting routes in Utilities, Phone, Internet: Enbridge Gas Utah ThermWise energy-efficiency program offering home energy tools and rebates for qualifying gas appliances, weatherization upgrades, builder measures, and business energy improvements.",,res-enbridge-gas-thermwise-rebates
"Utilities, Phone, Internet",Additional options,"Human-I-T Gold Membership low-cost internet, hotspots, and refurbished devices","Keep as a further option after establishing the starting routes in Utilities, Phone, Internet: Human-I-T Gold Membership pathway offering low-cost 4G/5G hotspot internet service, hotspot rental or purchase options, and discounted refurbished computers/tablets for income-qualified households.",,res-human-it-low-cost-internet-devices
"Utilities, Phone, Internet",Important specialized help,Operation Homefront Critical Financial Assistance,"Review for this particular program or eligibility pathway: Operation Homefront national Critical Financial Assistance program providing temporary help with overdue essential bills, including utilities, for eligible active-duty military families and post-9/11 wounded, ill, or injured….",,res-operation-homefront-critical-financial-assistance
"Utilities, Phone, Internet",Additional options,PCs for People low-cost computers and mobile internet,"Keep as a further option after establishing the starting routes in Utilities, Phone, Internet: National nonprofit low-cost technology program offering refurbished computers and prepaid mobile internet to eligible low-income households, including online distribution to Utah.",,res-pcs-for-people-low-cost-computers-internet
"Utilities, Phone, Internet",Additional options,Quantum Fiber Simply Fiber Internet Plan,"Keep as a further option after establishing the starting routes in Utilities, Phone, Internet: Quantum Fiber low-cost Simply Fiber Internet Plan for qualifying households at eligible Quantum Fiber service addresses, including address checks in St. George.",,res-quantum-fiber-simply-fiber-internet
"Utilities, Phone, Internet",Start here,Rocky Mountain Power payment arrangements and Medical Certificate protections,"Review electric payment arrangements and medical-certificate rules early, alongside income-based bill assistance.",,res-rocky-mountain-power-account-protections
"Utilities, Phone, Internet",Important specialized help,T-Mobile Project 10Million student hotspot internet,"Review for this particular program or eligibility pathway: T-Mobile Project 10Million provides free hotspot internet access for eligible K-12 student households, subject to coverage, program rules, and annual data limits.",,res-t-mobile-project-10million
"Utilities, Phone, Internet",Additional options,TDS Connect low-cost internet,"Keep as a further option after establishing the starting routes in Utilities, Phone, Internet: TDS Connect low-cost internet plan for qualifying households at TDS-served addresses, with eligibility verified after order submission.",,res-tds-connect-low-cost-internet
"Utilities, Phone, Internet",Additional options,Verizon Forward home internet discount,"Keep as a further option after establishing the starting routes in Utilities, Phone, Internet: Verizon Forward reduced-cost home internet discount for eligible new or existing customers on qualifying Verizon or Frontier home internet plans where service is available.",,res-verizon-forward-home-internet
"Utilities, Phone, Internet",Additional options,Washington County Water Conservancy District / Utah Water Savers water conservation rebates,"Keep as a further option after establishing the starting routes in Utilities, Phone, Internet: Washington County Water Conservancy District and Utah Water Savers water-conservation incentives that may reduce water use and future utility costs, including landscape conversion, smart irrigation controller, toilet replacement….",,res-wcwcd-water-conservation-rebates
Veterans,Additional options,St. George Regional Hospital Behavioral Health Access Center,"Keep as a further option after establishing the starting routes in Veterans: Hospital behavioral-health access center offering urgent crisis assessment, observation/stabilization, treatment planning, and routing to inpatient, outpatient, or addiction care when appropriate.",,res-intermountain-access-center
Veterans,Additional options,Lions Gate Recovery St. George dual-diagnosis addiction and mental-health treatment campus,"Keep as a further option after establishing the starting routes in Veterans: Southern Utah addiction and dual-diagnosis treatment continuum with St. George PHP/IOP, Toquerville residential care, and integrated mental-health treatment for co-occurring conditions.",,res-lions-gate
Veterans,Additional options,"Steps Recovery Centers St. George residential, outpatient, veteran-focused substance-use, and integrated mental-health rehab","Keep as a further option after establishing the starting routes in Veterans: St. George addiction recovery continuum with residential and outpatient/IOP levels of care, veteran-focused substance-use programming, and integrated mental-health work for co-occurring trauma, anxiety, depression, grief, and….",,res-steps
Veterans,Start here,"St. George VA Clinic primary care, mental-health, social-work, enrollment, same-day minor care, and veteran support access",Establish the local VA entry point and its referral boundaries; several other veteran services depend on this connection.,,res-va-clinic
Veterans,Start here,"Saint George Vet Center confidential counseling, transition, referral support, and veteran document navigation",Review the local confidential veteran counseling and transition route separately from general VA medical enrollment.,,res-vet-center
Veterans,Additional options,"Switchpoint Community Resource Center shelter, meals, case management, transportation assistance, mental-health support, coordinated entry, ID-recovery help, and veteran homeless-service linkage","Keep as a further option after establishing the starting routes in Veterans: Switchpoint St. George Community Resource Center emergency shelter and case-management campus with meals, individualized case management, coordinated-entry access, housing-stability support, mental-health/support-service….",,res-switchpoint-family-emergency-shelter
Veterans,Additional options,"Five County AOG Community Action Partnership coordinated entry, rapid rehousing, diversion, utility deposits, and housing assistance","Keep as a further option after establishing the starting routes in Veterans: Five County Community Action Partnership housing-crisis and stabilization pathway for low-income households, including coordinated-entry assessment, rapid rehousing, homeless prevention, homeless diversion, motel vouchers….",,res-five-county-cap-rapid-rehousing-toolkits
Veterans,Additional options,American Legion Temporary Financial Assistance for children's basic needs - Post 90 access,"Keep as a further option after establishing the starting routes in Veterans: American Legion Temporary Financial Assistance access through Lester Keate Post 90/Department of Utah for eligible military or Legion-member households with minor children, including utilities and children's basic needs after….",,res-american-legion-tfa-children-basic-needs
Veterans,Additional options,"Five County Area Agency on Aging in-home services, Aging Waiver, Alternatives, Veteran Directed Care, and plan-authorized transportation","Keep as a further option after establishing the starting routes in Veterans: Five County Area Agency on Aging case-management access for in-home aging services, including Medicaid Aging Waiver, home-delivered supplemental meals when assessed and authorized, State Alternatives, Veteran Directed Care….",,res-five-county-aaa-in-home-services-aging-waiver
Veterans,Additional options,"St. George Housing Authority housing, rental-assistance inquiry, and homeless document-verification access","Keep as a further option after establishing the starting routes in Veterans: Local public housing authority administering St. George/Washington County Housing Choice Vouchers, low-income rental information, Dixie Sun Manor age-62+ public housing, limited emergency rental/mortgage assistance, HUD-covered….",,res-st-george-housing-authority-section-8-public-housing
Veterans,Important specialized help,VA adapted-housing and HISA home-modification grants,"Review for this particular program or eligibility pathway: VA disability-related home-modification benefits for eligible veterans and service members, including SAH/SHA adapted-housing grants and HISA medically necessary structural alterations.",,res-va-disability-housing-hisa-sah-sha-grants
Veterans,Important specialized help,VA Salt Lake City Caregiver Support Program - St. George VA Clinic access,"Review for this particular program or eligibility pathway: VA Salt Lake City Health Care System Caregiver Support Program for caregivers of eligible veterans, including general caregiver support and the more restrictive comprehensive caregiver program, with St. George VA Clinic routing.",,res-va-salt-lake-caregiver-support-st-george
Veterans,Start here,Utah Department of Veterans and Military Affairs Southern Utah VSOs and DD-214 archive access,Establish a Southern Utah veterans service officer connection to help navigate multiple benefits and documentation programs.,,res-udvma-southern-utah-vso-claims
Veterans,Important specialized help,Southern Utah Veterans Home,"Review for this particular program or eligibility pathway: State veterans nursing home in Ivins providing long-term care, rehabilitation, and memory-care style nursing-home support for eligible veterans and some eligible family members.",,res-southern-utah-veterans-home
Veterans,Additional options,Utah State Parks Veterans With Disabilities Honor Pass,Keep as a further option after establishing the starting routes in Veterans: Utah State Parks Veterans With Disabilities Honor Pass and 2026 documentation route for free day-use state-park entry for qualifying Utah-resident veterans with service-connected disabilities.,,res-utah-state-parks-veterans-disabilities-honor-pass
Veterans,Additional options,Washington County property tax relief programs,"Keep as a further option after establishing the starting routes in Veterans: Washington County Auditor property-tax relief programs for qualifying primary-property owners, including blind, disabled-veteran, deployed-military, senior/widow, disability, extreme-hardship, abatement, credit, exemption, and….",,res-washington-county-property-tax-relief-disability
Veterans,Important specialized help,VA Salt Lake City Intimate Partner Violence Assistance Program (IPVAP),Review for this particular program or eligibility pathway: VA Intimate Partner Violence Assistance Program access through the VA Salt Lake City Health Care System for veterans and families impacted by relationship violence.,,res-va-salt-lake-ipvap
Veterans,Start here,Utah National Guard Service Member and Family Readiness / Family Assistance - St. George,Establish military-family readiness assistance and its eligibility boundaries for service members and dependents.,,res-utah-national-guard-family-readiness-dv-advocacy
